,game,model,experiment,episode,metric,value
23,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Turns Used,1.0
24,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Success,0.0
25,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Lose,1.0
26,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Aborted,0.0
27,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Main Score,0.0
28,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Final Score (%),0.0
29,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Turns Used,2.0
30,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Success,0.0
31,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Lose,1.0
32,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Aborted,0.0
33,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Main Score,0.0
34,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Final Score (%),0.0
35,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Turns Used,2.0
36,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Success,1.0
37,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Lose,0.0
38,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Aborted,0.0
39,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Main Score,99.23
40,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Final Score (%),99.23
41,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Turns Used,1.0
42,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Success,1.0
43,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Lose,0.0
44,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Aborted,0.0
45,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Main Score,99.23
46,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Final Score (%),99.23
47,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Turns Used,1.0
48,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Success,1.0
49,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Lose,0.0
50,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Aborted,0.0
51,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Main Score,99.23
52,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Final Score (%),99.23
53,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Turns Used,1.0
54,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Success,1.0
55,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Lose,0.0
56,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Aborted,0.0
57,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Main Score,98.46
58,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Final Score (%),98.46
59,de_mm_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Turns Used,2.0
60,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Success,1.0
61,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Lose,0.0
62,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Aborted,0.0
63,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Main Score,99.23
64,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Final Score (%),99.23
65,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Turns Used,1.0
66,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Success,1.0
67,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Lose,0.0
68,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Aborted,0.0
69,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Main Score,99.23
70,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Final Score (%),99.23
71,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Turns Used,1.0
72,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Success,1.0
73,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Lose,0.0
74,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Aborted,0.0
75,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Main Score,98.46
76,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Final Score (%),98.46
77,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Turns Used,2.0
78,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Success,1.0
79,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Lose,0.0
80,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Aborted,0.0
81,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Main Score,98.46
82,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Final Score (%),98.46
83,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Turns Used,2.0
84,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Success,0.0
85,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Lose,1.0
86,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Aborted,0.0
87,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Main Score,0.0
88,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Final Score (%),0.0
89,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Turns Used,2.0
90,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Success,0.0
91,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Lose,1.0
92,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Aborted,0.0
93,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Main Score,0.0
94,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Final Score (%),0.0
95,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Turns Used,2.0
96,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Success,1.0
97,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Lose,0.0
98,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Aborted,0.0
99,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Main Score,98.46
100,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Final Score (%),98.46
101,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Turns Used,2.0
102,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Success,1.0
103,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Lose,0.0
104,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Aborted,0.0
105,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Main Score,99.23
106,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Final Score (%),99.23
107,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Turns Used,1.0
108,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Success,1.0
109,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Lose,0.0
110,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Aborted,0.0
111,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Main Score,99.23
112,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Final Score (%),99.23
113,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Turns Used,1.0
114,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Success,1.0
115,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Lose,0.0
116,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Aborted,0.0
117,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Main Score,99.23
118,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Final Score (%),99.23
119,de_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Turns Used,1.0
120,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Success,1.0
121,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Lose,0.0
122,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Aborted,0.0
123,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Main Score,99.23
124,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Final Score (%),99.23
125,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Turns Used,1.0
126,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Success,0.0
127,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Lose,1.0
128,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Aborted,0.0
129,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Main Score,0.0
130,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Final Score (%),0.0
131,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Turns Used,2.0
132,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Success,1.0
133,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Lose,0.0
134,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Aborted,0.0
135,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Main Score,99.23
136,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Final Score (%),99.23
137,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Turns Used,1.0
138,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Success,1.0
139,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Lose,0.0
140,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Aborted,0.0
141,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Main Score,99.23
142,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Final Score (%),99.23
143,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Turns Used,1.0
144,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Success,1.0
145,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Lose,0.0
146,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Aborted,0.0
147,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Main Score,98.46
148,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Final Score (%),98.46
149,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_0,Turns Used,2.0
150,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Success,0.0
151,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Lose,1.0
152,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Aborted,0.0
153,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Main Score,0.0
154,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Final Score (%),0.0
155,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,2_level_3,episode_1,Turns Used,2.0
156,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Success,0.0
157,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Lose,1.0
158,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Aborted,0.0
159,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Main Score,0.0
160,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Final Score (%),0.0
161,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_0,Turns Used,2.0
162,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Success,0.0
163,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Lose,1.0
164,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Aborted,0.0
165,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Main Score,0.0
166,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Final Score (%),0.0
167,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,3_level_4,episode_1,Turns Used,2.0
168,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Success,0.0
169,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Lose,1.0
170,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Aborted,0.0
171,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Main Score,0.0
172,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Final Score (%),0.0
173,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_0,Turns Used,2.0
174,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Success,0.0
175,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Lose,1.0
176,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Aborted,0.0
177,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Main Score,0.0
178,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Final Score (%),0.0
179,en_mm_Physics-Puzzle bad,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,4_level_5,episode_1,Turns Used,2.0
180,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Success,1.0
181,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Lose,0.0
182,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Aborted,0.0
183,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Main Score,99.23
184,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Final Score (%),99.23
185,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_0,Turns Used,1.0
186,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Success,1.0
187,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Lose,0.0
188,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Aborted,0.0
189,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Main Score,98.46
190,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Final Score (%),98.46
191,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,0_level_1,episode_1,Turns Used,2.0
192,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Success,1.0
193,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Lose,0.0
194,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Aborted,0.0
195,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Main Score,99.23
196,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Final Score (%),99.23
197,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_0,Turns Used,1.0
198,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Success,1.0
199,en_textual_Physics-Puzzle,gemini-1.5-flash-t0.0--gemini-1.5-flash-t0.0,1_level_2,episode_1,Lose,0.0
